2023-02-08T12:05:01.472+0000	connected to: mongodb://[**REDACTED**]@localhost:27017/beacon2?authSource=admin
2023-02-08T12:05:04.478+0000	beacon2.Variants	39.6MB
2023-02-08T12:05:07.474+0000	beacon2.Variants	79.2MB
2023-02-08T12:05:10.484+0000	beacon2.Variants	119MB
2023-02-08T12:05:13.473+0000	beacon2.Variants	156MB
2023-02-08T12:05:16.479+0000	beacon2.Variants	196MB
2023-02-08T12:05:19.474+0000	beacon2.Variants	237MB
2023-02-08T12:05:22.477+0000	beacon2.Variants	274MB
2023-02-08T12:05:25.475+0000	beacon2.Variants	314MB
2023-02-08T12:05:28.473+0000	beacon2.Variants	352MB
2023-02-08T12:05:31.479+0000	beacon2.Variants	392MB
2023-02-08T12:05:34.480+0000	beacon2.Variants	434MB
2023-02-08T12:05:37.473+0000	beacon2.Variants	472MB
2023-02-08T12:05:40.474+0000	beacon2.Variants	512MB
2023-02-08T12:05:43.474+0000	beacon2.Variants	552MB
2023-02-08T12:05:46.472+0000	beacon2.Variants	591MB
2023-02-08T12:05:49.476+0000	beacon2.Variants	630MB
2023-02-08T12:05:52.472+0000	beacon2.Variants	669MB
2023-02-08T12:05:55.472+0000	beacon2.Variants	707MB
2023-02-08T12:05:58.477+0000	beacon2.Variants	747MB
2023-02-08T12:06:01.473+0000	beacon2.Variants	784MB
2023-02-08T12:06:04.477+0000	beacon2.Variants	824MB
2023-02-08T12:06:07.472+0000	beacon2.Variants	864MB
2023-02-08T12:06:10.478+0000	beacon2.Variants	903MB
2023-02-08T12:06:13.473+0000	beacon2.Variants	942MB
2023-02-08T12:06:16.477+0000	beacon2.Variants	982MB
2023-02-08T12:06:19.475+0000	beacon2.Variants	1022MB
2023-02-08T12:06:22.472+0000	beacon2.Variants	1.04GB
2023-02-08T12:06:25.477+0000	beacon2.Variants	1.07GB
2023-02-08T12:06:28.475+0000	beacon2.Variants	1.11GB
2023-02-08T12:06:31.472+0000	beacon2.Variants	1.15GB
2023-02-08T12:06:34.474+0000	beacon2.Variants	1.19GB
2023-02-08T12:06:37.476+0000	beacon2.Variants	1.23GB
2023-02-08T12:06:40.486+0000	beacon2.Variants	1.26GB
2023-02-08T12:06:43.472+0000	beacon2.Variants	1.30GB
2023-02-08T12:06:46.478+0000	beacon2.Variants	1.34GB
2023-02-08T12:06:49.486+0000	beacon2.Variants	1.38GB
2023-02-08T12:06:52.472+0000	beacon2.Variants	1.42GB
2023-02-08T12:06:55.472+0000	beacon2.Variants	1.46GB
2023-02-08T12:06:58.472+0000	beacon2.Variants	1.49GB
2023-02-08T12:07:01.476+0000	beacon2.Variants	1.53GB
2023-02-08T12:07:04.477+0000	beacon2.Variants	1.57GB
2023-02-08T12:07:07.488+0000	beacon2.Variants	1.61GB
2023-02-08T12:07:10.474+0000	beacon2.Variants	1.65GB
2023-02-08T12:07:13.472+0000	beacon2.Variants	1.68GB
2023-02-08T12:07:16.472+0000	beacon2.Variants	1.72GB
2023-02-08T12:07:19.477+0000	beacon2.Variants	1.76GB
2023-02-08T12:07:22.476+0000	beacon2.Variants	1.80GB
2023-02-08T12:07:25.472+0000	beacon2.Variants	1.84GB
2023-02-08T12:07:28.472+0000	beacon2.Variants	1.87GB
2023-02-08T12:07:31.473+0000	beacon2.Variants	1.91GB
2023-02-08T12:07:34.472+0000	beacon2.Variants	1.95GB
2023-02-08T12:07:37.473+0000	beacon2.Variants	1.99GB
2023-02-08T12:07:40.473+0000	beacon2.Variants	2.03GB
2023-02-08T12:07:43.483+0000	beacon2.Variants	2.07GB
2023-02-08T12:07:46.474+0000	beacon2.Variants	2.10GB
2023-02-08T12:07:49.472+0000	beacon2.Variants	2.14GB
2023-02-08T12:07:52.481+0000	beacon2.Variants	2.18GB
2023-02-08T12:07:55.473+0000	beacon2.Variants	2.22GB
2023-02-08T12:07:58.477+0000	beacon2.Variants	2.26GB
2023-02-08T12:08:01.486+0000	beacon2.Variants	2.29GB
2023-02-08T12:08:04.476+0000	beacon2.Variants	2.33GB
2023-02-08T12:08:07.475+0000	beacon2.Variants	2.37GB
2023-02-08T12:08:10.478+0000	beacon2.Variants	2.41GB
2023-02-08T12:08:13.475+0000	beacon2.Variants	2.45GB
2023-02-08T12:08:16.473+0000	beacon2.Variants	2.49GB
2023-02-08T12:08:19.477+0000	beacon2.Variants	2.53GB
2023-02-08T12:08:22.474+0000	beacon2.Variants	2.56GB
2023-02-08T12:08:25.477+0000	beacon2.Variants	2.60GB
2023-02-08T12:08:28.472+0000	beacon2.Variants	2.64GB
2023-02-08T12:08:31.472+0000	beacon2.Variants	2.68GB
2023-02-08T12:08:34.489+0000	beacon2.Variants	2.72GB
2023-02-08T12:08:37.472+0000	beacon2.Variants	2.76GB
2023-02-08T12:08:40.474+0000	beacon2.Variants	2.79GB
2023-02-08T12:08:43.474+0000	beacon2.Variants	2.83GB
2023-02-08T12:08:46.474+0000	beacon2.Variants	2.87GB
2023-02-08T12:08:49.475+0000	beacon2.Variants	2.91GB
2023-02-08T12:08:52.472+0000	beacon2.Variants	2.95GB
2023-02-08T12:08:55.486+0000	beacon2.Variants	2.99GB
2023-02-08T12:08:58.478+0000	beacon2.Variants	3.02GB
2023-02-08T12:09:01.473+0000	beacon2.Variants	3.06GB
2023-02-08T12:09:04.477+0000	beacon2.Variants	3.10GB
2023-02-08T12:09:07.478+0000	beacon2.Variants	3.14GB
2023-02-08T12:09:10.474+0000	beacon2.Variants	3.18GB
2023-02-08T12:09:13.474+0000	beacon2.Variants	3.21GB
2023-02-08T12:09:16.473+0000	beacon2.Variants	3.25GB
2023-02-08T12:09:19.474+0000	beacon2.Variants	3.29GB
2023-02-08T12:09:22.472+0000	beacon2.Variants	3.33GB
2023-02-08T12:09:25.487+0000	beacon2.Variants	3.37GB
2023-02-08T12:09:28.482+0000	beacon2.Variants	3.41GB
2023-02-08T12:09:31.477+0000	beacon2.Variants	3.44GB
2023-02-08T12:09:34.480+0000	beacon2.Variants	3.48GB
2023-02-08T12:09:37.474+0000	beacon2.Variants	3.52GB
2023-02-08T12:09:40.472+0000	beacon2.Variants	3.56GB
2023-02-08T12:09:43.474+0000	beacon2.Variants	3.60GB
2023-02-08T12:09:46.473+0000	beacon2.Variants	3.63GB
2023-02-08T12:09:49.475+0000	beacon2.Variants	3.67GB
