2023-02-08T09:11:19.524+0000	connected to: mongodb://[**REDACTED**]@localhost:27017/beacon2?authSource=admin
2023-02-08T09:11:22.536+0000	beacon2.Variants	39.2MB
2023-02-08T09:11:25.524+0000	beacon2.Variants	77.4MB
2023-02-08T09:11:28.526+0000	beacon2.Variants	116MB
2023-02-08T09:11:31.526+0000	beacon2.Variants	156MB
2023-02-08T09:11:34.537+0000	beacon2.Variants	195MB
2023-02-08T09:11:37.528+0000	beacon2.Variants	234MB
2023-02-08T09:11:40.525+0000	beacon2.Variants	274MB
2023-02-08T09:11:43.527+0000	beacon2.Variants	313MB
2023-02-08T09:11:46.526+0000	beacon2.Variants	351MB
2023-02-08T09:11:49.525+0000	beacon2.Variants	392MB
2023-02-08T09:11:52.530+0000	beacon2.Variants	430MB
2023-02-08T09:11:55.531+0000	beacon2.Variants	469MB
2023-02-08T09:11:58.535+0000	beacon2.Variants	508MB
2023-02-08T09:12:01.524+0000	beacon2.Variants	547MB
2023-02-08T09:12:04.525+0000	beacon2.Variants	586MB
2023-02-08T09:12:07.530+0000	beacon2.Variants	626MB
2023-02-08T09:12:10.527+0000	beacon2.Variants	665MB
2023-02-08T09:12:13.529+0000	beacon2.Variants	704MB
2023-02-08T09:12:16.525+0000	beacon2.Variants	744MB
2023-02-08T09:12:19.525+0000	beacon2.Variants	783MB
2023-02-08T09:12:22.524+0000	beacon2.Variants	822MB
2023-02-08T09:12:25.536+0000	beacon2.Variants	860MB
2023-02-08T09:12:28.530+0000	beacon2.Variants	899MB
2023-02-08T09:12:31.531+0000	beacon2.Variants	939MB
2023-02-08T09:12:34.529+0000	beacon2.Variants	977MB
2023-02-08T09:12:37.533+0000	beacon2.Variants	1016MB
2023-02-08T09:12:40.525+0000	beacon2.Variants	1.03GB
2023-02-08T09:12:43.527+0000	beacon2.Variants	1.07GB
2023-02-08T09:12:46.526+0000	beacon2.Variants	1.11GB
2023-02-08T09:12:49.540+0000	beacon2.Variants	1.15GB
2023-02-08T09:12:52.525+0000	beacon2.Variants	1.18GB
2023-02-08T09:12:55.526+0000	beacon2.Variants	1.22GB
2023-02-08T09:12:58.524+0000	beacon2.Variants	1.26GB
2023-02-08T09:13:01.524+0000	beacon2.Variants	1.30GB
2023-02-08T09:13:04.530+0000	beacon2.Variants	1.34GB
2023-02-08T09:13:07.525+0000	beacon2.Variants	1.38GB
2023-02-08T09:13:10.526+0000	beacon2.Variants	1.41GB
2023-02-08T09:13:13.526+0000	beacon2.Variants	1.45GB
2023-02-08T09:13:16.525+0000	beacon2.Variants	1.49GB
2023-02-08T09:13:19.525+0000	beacon2.Variants	1.53GB
2023-02-08T09:13:22.529+0000	beacon2.Variants	1.57GB
2023-02-08T09:13:25.528+0000	beacon2.Variants	1.61GB
2023-02-08T09:13:28.531+0000	beacon2.Variants	1.64GB
2023-02-08T09:13:31.533+0000	beacon2.Variants	1.68GB
2023-02-08T09:13:34.529+0000	beacon2.Variants	1.72GB
2023-02-08T09:13:37.524+0000	beacon2.Variants	1.76GB
2023-02-08T09:13:40.525+0000	beacon2.Variants	1.79GB
2023-02-08T09:13:43.525+0000	beacon2.Variants	1.83GB
2023-02-08T09:13:46.524+0000	beacon2.Variants	1.87GB
2023-02-08T09:13:49.526+0000	beacon2.Variants	1.91GB
2023-02-08T09:13:52.529+0000	beacon2.Variants	1.95GB
2023-02-08T09:13:55.524+0000	beacon2.Variants	1.98GB
2023-02-08T09:13:58.528+0000	beacon2.Variants	2.02GB
2023-02-08T09:14:01.539+0000	beacon2.Variants	2.06GB
2023-02-08T09:14:04.532+0000	beacon2.Variants	2.10GB
2023-02-08T09:14:07.531+0000	beacon2.Variants	2.14GB
2023-02-08T09:14:10.537+0000	beacon2.Variants	2.18GB
2023-02-08T09:14:13.525+0000	beacon2.Variants	2.21GB
2023-02-08T09:14:16.530+0000	beacon2.Variants	2.25GB
2023-02-08T09:14:19.541+0000	beacon2.Variants	2.29GB
2023-02-08T09:14:22.525+0000	beacon2.Variants	2.33GB
2023-02-08T09:14:25.525+0000	beacon2.Variants	2.36GB
2023-02-08T09:14:28.531+0000	beacon2.Variants	2.40GB
2023-02-08T09:14:31.525+0000	beacon2.Variants	2.44GB
2023-02-08T09:14:34.528+0000	beacon2.Variants	2.48GB
2023-02-08T09:14:37.528+0000	beacon2.Variants	2.52GB
2023-02-08T09:14:40.525+0000	beacon2.Variants	2.55GB
2023-02-08T09:14:43.534+0000	beacon2.Variants	2.59GB
2023-02-08T09:14:46.524+0000	beacon2.Variants	2.63GB
2023-02-08T09:14:49.526+0000	beacon2.Variants	2.67GB
2023-02-08T09:14:52.524+0000	beacon2.Variants	2.71GB
2023-02-08T09:14:55.529+0000	beacon2.Variants	2.74GB
2023-02-08T09:14:58.524+0000	beacon2.Variants	2.78GB
2023-02-08T09:15:01.525+0000	beacon2.Variants	2.82GB
2023-02-08T09:15:04.526+0000	beacon2.Variants	2.86GB
2023-02-08T09:15:07.527+0000	beacon2.Variants	2.90GB
2023-02-08T09:15:10.526+0000	beacon2.Variants	2.94GB
2023-02-08T09:15:13.524+0000	beacon2.Variants	2.97GB
2023-02-08T09:15:16.525+0000	beacon2.Variants	3.01GB
2023-02-08T09:15:19.525+0000	beacon2.Variants	3.05GB
2023-02-08T09:15:22.529+0000	beacon2.Variants	3.09GB
2023-02-08T09:15:25.524+0000	beacon2.Variants	3.12GB
2023-02-08T09:15:28.526+0000	beacon2.Variants	3.16GB
2023-02-08T09:15:31.527+0000	beacon2.Variants	3.20GB
2023-02-08T09:15:34.531+0000	beacon2.Variants	3.24GB
2023-02-08T09:15:37.530+0000	beacon2.Variants	3.28GB
2023-02-08T09:15:40.526+0000	beacon2.Variants	3.31GB
2023-02-08T09:15:43.527+0000	beacon2.Variants	3.35GB
2023-02-08T09:15:46.526+0000	beacon2.Variants	3.39GB
2023-02-08T09:15:49.529+0000	beacon2.Variants	3.43GB
2023-02-08T09:15:52.526+0000	beacon2.Variants	3.47GB
2023-02-08T09:15:55.525+0000	beacon2.Variants	3.50GB
2023-02-08T09:15:58.529+0000	beacon2.Variants	3.54GB
2023-02-08T09:16:01.525+0000	beacon2.Variants	3.58GB
2023-02-08T09:16:04.525+0000	beacon2.Variants	3.62GB
2023-02-08T09:16:07.534+0000	beacon2.Variants	3.66GB
2023-02-08T09:16:10.529+0000	beacon2.Variants	3.69GB
2023-02-08T09:16:13.535+0000	beacon2.Variants	3.73GB
2023-02-08T09:16:16.528+0000	beacon2.Variants	3.77GB
2023-02-08T09:16:19.527+0000	beacon2.Variants	3.81GB
2023-02-08T09:16:22.531+0000	beacon2.Variants	3.85GB
2023-02-08T09:16:25.532+0000	beacon2.Variants	3.88GB
2023-02-08T09:16:28.529+0000	beacon2.Variants	3.92GB
2023-02-08T09:16:31.527+0000	beacon2.Variants	3.96GB
2023-02-08T09:16:34.525+0000	beacon2.Variants	4.00GB
2023-02-08T09:16:37.530+0000	beacon2.Variants	4.04GB
2023-02-08T09:16:40.525+0000	beacon2.Variants	4.08GB
2023-02-08T09:16:43.525+0000	beacon2.Variants	4.11GB
2023-02-08T09:16:46.535+0000	beacon2.Variants	4.15GB
2023-02-08T09:16:49.524+0000	beacon2.Variants	4.19GB
2023-02-08T09:16:52.535+0000	beacon2.Variants	4.23GB
2023-02-08T09:16:55.528+0000	beacon2.Variants	4.26GB
2023-02-08T09:16:58.530+0000	beacon2.Variants	4.30GB
2023-02-08T09:17:01.560+0000	beacon2.Variants	4.34GB
2023-02-08T09:17:04.533+0000	beacon2.Variants	4.38GB
2023-02-08T09:17:07.525+0000	beacon2.Variants	4.42GB
2023-02-08T09:17:10.531+0000	beacon2.Variants	4.46GB
2023-02-08T09:17:13.532+0000	beacon2.Variants	4.49GB
2023-02-08T09:17:16.531+0000	beacon2.Variants	4.53GB
2023-02-08T09:17:19.525+0000	beacon2.Variants	4.57GB
2023-02-08T09:17:22.525+0000	beacon2.Variants	4.61GB
2023-02-08T09:17:25.525+0000	beacon2.Variants	4.65GB
2023-02-08T09:17:28.525+0000	beacon2.Variants	4.68GB
2023-02-08T09:17:31.528+0000	beacon2.Variants	4.72GB
2023-02-08T09:17:34.524+0000	beacon2.Variants	4.76GB
2023-02-08T09:17:37.528+0000	beacon2.Variants	4.80GB
2023-02-08T09:17:40.525+0000	beacon2.Variants	4.84GB
2023-02-08T09:17:43.525+0000	beacon2.Variants	4.88GB
2023-02-08T09:17:46.526+0000	beacon2.Variants	4.91GB
2023-02-08T09:17:49.530+0000	beacon2.Variants	4.95GB
2023-02-08T09:17:52.525+0000	beacon2.Variants	4.99GB
2023-02-08T09:17:55.524+0000	beacon2.Variants	5.03GB
2023-02-08T09:17:58.525+0000	beacon2.Variants	5.06GB
2023-02-08T09:18:01.528+0000	beacon2.Variants	5.10GB
2023-02-08T09:18:04.540+0000	beacon2.Variants	5.14GB
2023-02-08T09:18:07.524+0000	beacon2.Variants	5.18GB
2023-02-08T09:18:10.525+0000	beacon2.Variants	5.22GB
2023-02-08T09:18:13.525+0000	beacon2.Variants	5.26GB
2023-02-08T09:18:16.525+0000	beacon2.Variants	5.29GB
2023-02-08T09:18:19.524+0000	beacon2.Variants	5.33GB
2023-02-08T09:18:22.525+0000	beacon2.Variants	5.37GB
2023-02-08T09:18:25.524+0000	beacon2.Variants	5.41GB
2023-02-08T09:18:28.525+0000	beacon2.Variants	5.45GB
2023-02-08T09:18:31.525+0000	beacon2.Variants	5.48GB
2023-02-08T09:18:34.525+0000	beacon2.Variants	5.52GB
2023-02-08T09:18:37.527+0000	beacon2.Variants	5.56GB
2023-02-08T09:18:40.536+0000	beacon2.Variants	5.60GB
2023-02-08T09:18:43.524+0000	beacon2.Variants	5.64GB
2023-02-08T09:18:46.529+0000	beacon2.Variants	5.67GB
2023-02-08T09:18:49.531+0000	beacon2.Variants	5.71GB
2023-02-08T09:18:52.524+0000	beacon2.Variants	5.75GB
2023-02-08T09:18:55.536+0000	beacon2.Variants	5.79GB
2023-02-08T09:18:58.525+0000	beacon2.Variants	5.83GB
2023-02-08T09:19:01.524+0000	beacon2.Variants	5.87GB
2023-02-08T09:19:04.534+0000	beacon2.Variants	5.90GB
2023-02-08T09:19:07.527+0000	beacon2.Variants	5.94GB
2023-02-08T09:19:10.533+0000	beacon2.Variants	5.98GB
2023-02-08T09:19:13.524+0000	beacon2.Variants	6.01GB
2023-02-08T09:19:16.524+0000	beacon2.Variants	6.05GB
2023-02-08T09:19:19.524+0000	beacon2.Variants	6.09GB
2023-02-08T09:19:22.530+0000	beacon2.Variants	6.13GB
2023-02-08T09:19:25.526+0000	beacon2.Variants	6.17GB
2023-02-08T09:19:28.524+0000	beacon2.Variants	6.20GB
2023-02-08T09:19:31.525+0000	beacon2.Variants	6.24GB
2023-02-08T09:19:34.526+0000	beacon2.Variants	6.28GB
2023-02-08T09:19:37.531+0000	beacon2.Variants	6.32GB
2023-02-08T09:19:40.535+0000	beacon2.Variants	6.36GB
2023-02-08T09:19:43.525+0000	beacon2.Variants	6.40GB
2023-02-08T09:19:46.528+0000	beacon2.Variants	6.43GB
2023-02-08T09:19:49.535+0000	beacon2.Variants	6.47GB
2023-02-08T09:19:52.532+0000	beacon2.Variants	6.51GB
2023-02-08T09:19:55.527+0000	beacon2.Variants	6.55GB
2023-02-08T09:19:58.541+0000	beacon2.Variants	6.58GB
2023-02-08T09:20:01.524+0000	beacon2.Variants	6.62GB
2023-02-08T09:20:04.524+0000	beacon2.Variants	6.66GB
2023-02-08T09:20:07.531+0000	beacon2.Variants	6.70GB
2023-02-08T09:20:10.524+0000	beacon2.Variants	6.73GB
2023-02-08T09:20:13.526+0000	beacon2.Variants	6.77GB
2023-02-08T09:20:16.528+0000	beacon2.Variants	6.81GB
2023-02-08T09:20:19.535+0000	beacon2.Variants	6.85GB
2023-02-08T09:20:22.527+0000	beacon2.Variants	6.89GB
2023-02-08T09:20:25.526+0000	beacon2.Variants	6.93GB
2023-02-08T09:20:28.528+0000	beacon2.Variants	6.96GB
2023-02-08T09:20:31.524+0000	beacon2.Variants	7.00GB
2023-02-08T09:20:34.537+0000	beacon2.Variants	7.04GB
2023-02-08T09:20:37.524+0000	beacon2.Variants	7.08GB
2023-02-08T09:20:40.537+0000	beacon2.Variants	7.11GB
2023-02-08T09:20:43.530+0000	beacon2.Variants	7.15GB
2023-02-08T09:20:46.524+0000	beacon2.Variants	7.19GB
2023-02-08T09:20:49.525+0000	beacon2.Variants	7.23GB
2023-02-08T09:20:52.527+0000	beacon2.Variants	7.27GB
2023-02-08T09:20:55.525+0000	beacon2.Variants	7.30GB
2023-02-08T09:20:58.530+0000	beacon2.Variants	7.34GB
2023-02-08T09:21:01.524+0000	beacon2.Variants	7.38GB
2023-02-08T09:21:04.526+0000	beacon2.Variants	7.42GB
2023-02-08T09:21:07.531+0000	beacon2.Variants	7.45GB
2023-02-08T09:21:10.529+0000	beacon2.Variants	7.49GB
2023-02-08T09:21:13.526+0000	beacon2.Variants	7.53GB
2023-02-08T09:21:16.524+0000	beacon2.Variants	7.57GB
2023-02-08T09:21:19.525+0000	beacon2.Variants	7.61GB
2023-02-08T09:21:22.528+0000	beacon2.Variants	7.64GB
2023-02-08T09:21:25.524+0000	beacon2.Variants	7.68GB
2023-02-08T09:21:28.524+0000	beacon2.Variants	7.72GB
2023-02-08T09:21:31.530+0000	beacon2.Variants	7.76GB
2023-02-08T09:21:34.524+0000	beacon2.Variants	7.79GB
2023-02-08T09:21:37.531+0000	beacon2.Variants	7.83GB
