2023-02-08T08:44:37.514+0000	connected to: mongodb://[**REDACTED**]@localhost:27017/beacon2?authSource=admin
2023-02-08T08:44:40.523+0000	beacon2.Variants	38.6MB
2023-02-08T08:44:43.520+0000	beacon2.Variants	76.1MB
2023-02-08T08:44:46.526+0000	beacon2.Variants	116MB
2023-02-08T08:44:49.515+0000	beacon2.Variants	155MB
2023-02-08T08:44:52.515+0000	beacon2.Variants	195MB
2023-02-08T08:44:55.519+0000	beacon2.Variants	234MB
2023-02-08T08:44:58.519+0000	beacon2.Variants	272MB
2023-02-08T08:45:01.518+0000	beacon2.Variants	312MB
2023-02-08T08:45:04.520+0000	beacon2.Variants	350MB
2023-02-08T08:45:07.514+0000	beacon2.Variants	389MB
2023-02-08T08:45:10.514+0000	beacon2.Variants	428MB
2023-02-08T08:45:13.515+0000	beacon2.Variants	467MB
2023-02-08T08:45:16.516+0000	beacon2.Variants	507MB
2023-02-08T08:45:19.515+0000	beacon2.Variants	544MB
2023-02-08T08:45:22.523+0000	beacon2.Variants	582MB
2023-02-08T08:45:25.516+0000	beacon2.Variants	621MB
2023-02-08T08:45:28.519+0000	beacon2.Variants	660MB
2023-02-08T08:45:31.514+0000	beacon2.Variants	698MB
2023-02-08T08:45:34.515+0000	beacon2.Variants	737MB
2023-02-08T08:45:37.514+0000	beacon2.Variants	775MB
2023-02-08T08:45:40.517+0000	beacon2.Variants	814MB
2023-02-08T08:45:43.517+0000	beacon2.Variants	851MB
2023-02-08T08:45:46.515+0000	beacon2.Variants	890MB
2023-02-08T08:45:49.520+0000	beacon2.Variants	929MB
2023-02-08T08:45:52.514+0000	beacon2.Variants	968MB
2023-02-08T08:45:55.517+0000	beacon2.Variants	1008MB
2023-02-08T08:45:58.519+0000	beacon2.Variants	1.02GB
2023-02-08T08:46:01.517+0000	beacon2.Variants	1.06GB
2023-02-08T08:46:04.521+0000	beacon2.Variants	1.10GB
2023-02-08T08:46:07.525+0000	beacon2.Variants	1.14GB
2023-02-08T08:46:10.519+0000	beacon2.Variants	1.17GB
2023-02-08T08:46:13.526+0000	beacon2.Variants	1.21GB
2023-02-08T08:46:16.523+0000	beacon2.Variants	1.25GB
2023-02-08T08:46:19.522+0000	beacon2.Variants	1.29GB
2023-02-08T08:46:22.519+0000	beacon2.Variants	1.33GB
2023-02-08T08:46:25.514+0000	beacon2.Variants	1.36GB
2023-02-08T08:46:28.518+0000	beacon2.Variants	1.40GB
2023-02-08T08:46:31.516+0000	beacon2.Variants	1.44GB
2023-02-08T08:46:34.514+0000	beacon2.Variants	1.48GB
2023-02-08T08:46:37.518+0000	beacon2.Variants	1.51GB
2023-02-08T08:46:40.514+0000	beacon2.Variants	1.55GB
2023-02-08T08:46:43.516+0000	beacon2.Variants	1.59GB
2023-02-08T08:46:46.527+0000	beacon2.Variants	1.63GB
2023-02-08T08:46:49.519+0000	beacon2.Variants	1.67GB
2023-02-08T08:46:52.514+0000	beacon2.Variants	1.70GB
2023-02-08T08:46:55.515+0000	beacon2.Variants	1.74GB
2023-02-08T08:46:58.523+0000	beacon2.Variants	1.78GB
2023-02-08T08:47:01.516+0000	beacon2.Variants	1.82GB
2023-02-08T08:47:04.515+0000	beacon2.Variants	1.85GB
2023-02-08T08:47:07.514+0000	beacon2.Variants	1.89GB
2023-02-08T08:47:10.515+0000	beacon2.Variants	1.93GB
2023-02-08T08:47:13.522+0000	beacon2.Variants	1.97GB
2023-02-08T08:47:16.515+0000	beacon2.Variants	2.01GB
2023-02-08T08:47:19.525+0000	beacon2.Variants	2.04GB
2023-02-08T08:47:22.515+0000	beacon2.Variants	2.08GB
2023-02-08T08:47:25.515+0000	beacon2.Variants	2.12GB
2023-02-08T08:47:28.530+0000	beacon2.Variants	2.16GB
2023-02-08T08:47:31.514+0000	beacon2.Variants	2.19GB
2023-02-08T08:47:34.519+0000	beacon2.Variants	2.23GB
2023-02-08T08:47:37.516+0000	beacon2.Variants	2.27GB
2023-02-08T08:47:40.521+0000	beacon2.Variants	2.31GB
2023-02-08T08:47:43.528+0000	beacon2.Variants	2.34GB
2023-02-08T08:47:46.521+0000	beacon2.Variants	2.38GB
2023-02-08T08:47:49.528+0000	beacon2.Variants	2.42GB
2023-02-08T08:47:52.519+0000	beacon2.Variants	2.46GB
2023-02-08T08:47:55.516+0000	beacon2.Variants	2.50GB
2023-02-08T08:47:58.515+0000	beacon2.Variants	2.53GB
2023-02-08T08:48:01.515+0000	beacon2.Variants	2.57GB
2023-02-08T08:48:04.526+0000	beacon2.Variants	2.61GB
2023-02-08T08:48:07.515+0000	beacon2.Variants	2.65GB
2023-02-08T08:48:10.515+0000	beacon2.Variants	2.69GB
2023-02-08T08:48:13.522+0000	beacon2.Variants	2.73GB
2023-02-08T08:48:16.520+0000	beacon2.Variants	2.76GB
2023-02-08T08:48:19.514+0000	beacon2.Variants	2.80GB
2023-02-08T08:48:22.522+0000	beacon2.Variants	2.84GB
2023-02-08T08:48:25.516+0000	beacon2.Variants	2.88GB
2023-02-08T08:48:28.521+0000	beacon2.Variants	2.92GB
2023-02-08T08:48:31.520+0000	beacon2.Variants	2.96GB
2023-02-08T08:48:34.514+0000	beacon2.Variants	2.99GB
2023-02-08T08:48:37.515+0000	beacon2.Variants	3.03GB
2023-02-08T08:48:40.516+0000	beacon2.Variants	3.07GB
2023-02-08T08:48:43.522+0000	beacon2.Variants	3.11GB
2023-02-08T08:48:46.518+0000	beacon2.Variants	3.15GB
2023-02-08T08:48:49.515+0000	beacon2.Variants	3.18GB
2023-02-08T08:48:52.515+0000	beacon2.Variants	3.22GB
2023-02-08T08:48:55.517+0000	beacon2.Variants	3.26GB
2023-02-08T08:48:58.514+0000	beacon2.Variants	3.30GB
2023-02-08T08:49:01.527+0000	beacon2.Variants	3.34GB
2023-02-08T08:49:04.517+0000	beacon2.Variants	3.37GB
2023-02-08T08:49:07.520+0000	beacon2.Variants	3.41GB
2023-02-08T08:49:10.516+0000	beacon2.Variants	3.45GB
2023-02-08T08:49:13.515+0000	beacon2.Variants	3.49GB
2023-02-08T08:49:16.515+0000	beacon2.Variants	3.53GB
2023-02-08T08:49:19.515+0000	beacon2.Variants	3.56GB
2023-02-08T08:49:22.519+0000	beacon2.Variants	3.60GB
2023-02-08T08:49:25.515+0000	beacon2.Variants	3.64GB
2023-02-08T08:49:28.517+0000	beacon2.Variants	3.68GB
2023-02-08T08:49:31.514+0000	beacon2.Variants	3.72GB
2023-02-08T08:49:34.517+0000	beacon2.Variants	3.75GB
2023-02-08T08:49:37.514+0000	beacon2.Variants	3.79GB
2023-02-08T08:49:40.517+0000	beacon2.Variants	3.83GB
2023-02-08T08:49:43.520+0000	beacon2.Variants	3.87GB
2023-02-08T08:49:46.515+0000	beacon2.Variants	3.90GB
2023-02-08T08:49:49.522+0000	beacon2.Variants	3.94GB
2023-02-08T08:49:52.519+0000	beacon2.Variants	3.98GB
2023-02-08T08:49:55.521+0000	beacon2.Variants	4.02GB
2023-02-08T08:49:58.515+0000	beacon2.Variants	4.06GB
2023-02-08T08:50:01.516+0000	beacon2.Variants	4.09GB
2023-02-08T08:50:04.515+0000	beacon2.Variants	4.13GB
2023-02-08T08:50:07.515+0000	beacon2.Variants	4.17GB
2023-02-08T08:50:10.515+0000	beacon2.Variants	4.21GB
2023-02-08T08:50:13.517+0000	beacon2.Variants	4.24GB
2023-02-08T08:50:16.528+0000	beacon2.Variants	4.28GB
2023-02-08T08:50:19.517+0000	beacon2.Variants	4.32GB
2023-02-08T08:50:22.516+0000	beacon2.Variants	4.36GB
2023-02-08T08:50:25.518+0000	beacon2.Variants	4.39GB
2023-02-08T08:50:28.515+0000	beacon2.Variants	4.43GB
2023-02-08T08:50:31.517+0000	beacon2.Variants	4.47GB
2023-02-08T08:50:34.515+0000	beacon2.Variants	4.51GB
2023-02-08T08:50:37.523+0000	beacon2.Variants	4.55GB
2023-02-08T08:50:40.516+0000	beacon2.Variants	4.58GB
2023-02-08T08:50:43.530+0000	beacon2.Variants	4.62GB
2023-02-08T08:50:46.515+0000	beacon2.Variants	4.66GB
2023-02-08T08:50:49.514+0000	beacon2.Variants	4.70GB
2023-02-08T08:50:52.514+0000	beacon2.Variants	4.73GB
2023-02-08T08:50:55.520+0000	beacon2.Variants	4.77GB
2023-02-08T08:50:58.516+0000	beacon2.Variants	4.81GB
2023-02-08T08:51:01.518+0000	beacon2.Variants	4.85GB
2023-02-08T08:51:04.516+0000	beacon2.Variants	4.89GB
2023-02-08T08:51:07.516+0000	beacon2.Variants	4.92GB
2023-02-08T08:51:10.528+0000	beacon2.Variants	4.96GB
2023-02-08T08:51:13.519+0000	beacon2.Variants	5.00GB
2023-02-08T08:51:16.524+0000	beacon2.Variants	5.04GB
2023-02-08T08:51:19.519+0000	beacon2.Variants	5.08GB
2023-02-08T08:51:22.516+0000	beacon2.Variants	5.11GB
2023-02-08T08:51:25.518+0000	beacon2.Variants	5.15GB
2023-02-08T08:51:28.517+0000	beacon2.Variants	5.19GB
2023-02-08T08:51:31.514+0000	beacon2.Variants	5.23GB
2023-02-08T08:51:34.527+0000	beacon2.Variants	5.27GB
2023-02-08T08:51:37.515+0000	beacon2.Variants	5.30GB
2023-02-08T08:51:40.527+0000	beacon2.Variants	5.34GB
2023-02-08T08:51:43.529+0000	beacon2.Variants	5.38GB
2023-02-08T08:51:46.521+0000	beacon2.Variants	5.42GB
2023-02-08T08:51:49.514+0000	beacon2.Variants	5.45GB
2023-02-08T08:51:52.515+0000	beacon2.Variants	5.49GB
2023-02-08T08:51:55.514+0000	beacon2.Variants	5.53GB
2023-02-08T08:51:58.516+0000	beacon2.Variants	5.57GB
2023-02-08T08:52:01.517+0000	beacon2.Variants	5.61GB
2023-02-08T08:52:04.517+0000	beacon2.Variants	5.65GB
2023-02-08T08:52:07.515+0000	beacon2.Variants	5.68GB
2023-02-08T08:52:10.515+0000	beacon2.Variants	5.72GB
2023-02-08T08:52:13.520+0000	beacon2.Variants	5.76GB
2023-02-08T08:52:16.526+0000	beacon2.Variants	5.80GB
2023-02-08T08:52:19.515+0000	beacon2.Variants	5.84GB
2023-02-08T08:52:22.519+0000	beacon2.Variants	5.88GB
2023-02-08T08:52:25.517+0000	beacon2.Variants	5.91GB
2023-02-08T08:52:28.515+0000	beacon2.Variants	5.95GB
2023-02-08T08:52:31.518+0000	beacon2.Variants	5.99GB
2023-02-08T08:52:34.524+0000	beacon2.Variants	6.03GB
2023-02-08T08:52:37.517+0000	beacon2.Variants	6.07GB
2023-02-08T08:52:40.515+0000	beacon2.Variants	6.11GB
2023-02-08T08:52:43.516+0000	beacon2.Variants	6.14GB
2023-02-08T08:52:46.522+0000	beacon2.Variants	6.18GB
2023-02-08T08:52:49.514+0000	beacon2.Variants	6.22GB
2023-02-08T08:52:52.521+0000	beacon2.Variants	6.26GB
2023-02-08T08:52:55.514+0000	beacon2.Variants	6.29GB
2023-02-08T08:52:58.518+0000	beacon2.Variants	6.33GB
2023-02-08T08:53:01.518+0000	beacon2.Variants	6.37GB
2023-02-08T08:53:04.523+0000	beacon2.Variants	6.41GB
2023-02-08T08:53:07.514+0000	beacon2.Variants	6.45GB
2023-02-08T08:53:10.515+0000	beacon2.Variants	6.48GB
2023-02-08T08:53:13.514+0000	beacon2.Variants	6.52GB
2023-02-08T08:53:16.515+0000	beacon2.Variants	6.56GB
2023-02-08T08:53:19.518+0000	beacon2.Variants	6.60GB
2023-02-08T08:53:22.517+0000	beacon2.Variants	6.63GB
2023-02-08T08:53:25.518+0000	beacon2.Variants	6.67GB
2023-02-08T08:53:28.514+0000	beacon2.Variants	6.71GB
2023-02-08T08:53:31.515+0000	beacon2.Variants	6.75GB
2023-02-08T08:53:34.515+0000	beacon2.Variants	6.79GB
2023-02-08T08:53:37.519+0000	beacon2.Variants	6.83GB
2023-02-08T08:53:40.516+0000	beacon2.Variants	6.86GB
2023-02-08T08:53:43.515+0000	beacon2.Variants	6.90GB
2023-02-08T08:53:46.517+0000	beacon2.Variants	6.94GB
2023-02-08T08:53:49.514+0000	beacon2.Variants	6.97GB
2023-02-08T08:53:52.515+0000	beacon2.Variants	7.01GB
2023-02-08T08:53:55.515+0000	beacon2.Variants	7.05GB
2023-02-08T08:53:58.514+0000	beacon2.Variants	7.09GB
2023-02-08T08:54:01.515+0000	beacon2.Variants	7.13GB
2023-02-08T08:54:04.519+0000	beacon2.Variants	7.16GB
2023-02-08T08:54:07.516+0000	beacon2.Variants	7.20GB
2023-02-08T08:54:10.516+0000	beacon2.Variants	7.24GB
2023-02-08T08:54:13.519+0000	beacon2.Variants	7.28GB
2023-02-08T08:54:16.514+0000	beacon2.Variants	7.31GB
2023-02-08T08:54:19.514+0000	beacon2.Variants	7.35GB
2023-02-08T08:54:22.520+0000	beacon2.Variants	7.39GB
2023-02-08T08:54:25.514+0000	beacon2.Variants	7.43GB
2023-02-08T08:54:28.515+0000	beacon2.Variants	7.47GB
2023-02-08T08:54:31.516+0000	beacon2.Variants	7.51GB
2023-02-08T08:54:34.515+0000	beacon2.Variants	7.55GB
2023-02-08T08:54:37.514+0000	beacon2.Variants	7.58GB
2023-02-08T08:54:40.515+0000	beacon2.Variants	7.62GB
2023-02-08T08:54:43.571+0000	beacon2.Variants	7.66GB
2023-02-08T08:54:46.517+0000	beacon2.Variants	7.70GB
2023-02-08T08:54:49.515+0000	beacon2.Variants	7.74GB
2023-02-08T08:54:52.527+0000	beacon2.Variants	7.77GB
