2023-02-08T15:41:53.307+0000	connected to: mongodb://[**REDACTED**]@localhost:27017/beacon2?authSource=admin
2023-02-08T15:41:56.311+0000	beacon2.Variants	39.2MB
2023-02-08T15:41:59.319+0000	beacon2.Variants	78.6MB
2023-02-08T15:42:02.308+0000	beacon2.Variants	118MB
2023-02-08T15:42:05.310+0000	beacon2.Variants	157MB
2023-02-08T15:42:08.308+0000	beacon2.Variants	197MB
2023-02-08T15:42:11.313+0000	beacon2.Variants	235MB
2023-02-08T15:42:14.313+0000	beacon2.Variants	273MB
2023-02-08T15:42:17.308+0000	beacon2.Variants	312MB
2023-02-08T15:42:20.313+0000	beacon2.Variants	351MB
2023-02-08T15:42:23.310+0000	beacon2.Variants	388MB
2023-02-08T15:42:26.313+0000	beacon2.Variants	427MB
2023-02-08T15:42:29.314+0000	beacon2.Variants	468MB
2023-02-08T15:42:32.314+0000	beacon2.Variants	506MB
2023-02-08T15:42:35.313+0000	beacon2.Variants	544MB
2023-02-08T15:42:38.309+0000	beacon2.Variants	584MB
2023-02-08T15:42:41.311+0000	beacon2.Variants	623MB
2023-02-08T15:42:44.308+0000	beacon2.Variants	661MB
2023-02-08T15:42:47.321+0000	beacon2.Variants	700MB
2023-02-08T15:42:50.308+0000	beacon2.Variants	738MB
2023-02-08T15:42:53.321+0000	beacon2.Variants	777MB
2023-02-08T15:42:56.321+0000	beacon2.Variants	817MB
2023-02-08T15:42:59.314+0000	beacon2.Variants	854MB
2023-02-08T15:43:02.309+0000	beacon2.Variants	894MB
2023-02-08T15:43:05.308+0000	beacon2.Variants	933MB
2023-02-08T15:43:08.309+0000	beacon2.Variants	970MB
2023-02-08T15:43:11.318+0000	beacon2.Variants	1009MB
2023-02-08T15:43:14.310+0000	beacon2.Variants	1.02GB
2023-02-08T15:43:17.308+0000	beacon2.Variants	1.06GB
2023-02-08T15:43:20.311+0000	beacon2.Variants	1.10GB
2023-02-08T15:43:23.316+0000	beacon2.Variants	1.13GB
2023-02-08T15:43:26.315+0000	beacon2.Variants	1.17GB
2023-02-08T15:43:29.321+0000	beacon2.Variants	1.21GB
2023-02-08T15:43:32.308+0000	beacon2.Variants	1.25GB
2023-02-08T15:43:35.310+0000	beacon2.Variants	1.29GB
2023-02-08T15:43:38.313+0000	beacon2.Variants	1.33GB
2023-02-08T15:43:41.309+0000	beacon2.Variants	1.36GB
2023-02-08T15:43:44.308+0000	beacon2.Variants	1.40GB
2023-02-08T15:43:47.310+0000	beacon2.Variants	1.44GB
2023-02-08T15:43:50.320+0000	beacon2.Variants	1.48GB
2023-02-08T15:43:53.323+0000	beacon2.Variants	1.52GB
2023-02-08T15:43:56.308+0000	beacon2.Variants	1.55GB
2023-02-08T15:43:59.308+0000	beacon2.Variants	1.59GB
2023-02-08T15:44:02.312+0000	beacon2.Variants	1.63GB
2023-02-08T15:44:05.309+0000	beacon2.Variants	1.67GB
2023-02-08T15:44:08.326+0000	beacon2.Variants	1.70GB
2023-02-08T15:44:11.320+0000	beacon2.Variants	1.74GB
2023-02-08T15:44:14.308+0000	beacon2.Variants	1.78GB
2023-02-08T15:44:17.309+0000	beacon2.Variants	1.82GB
2023-02-08T15:44:20.318+0000	beacon2.Variants	1.85GB
2023-02-08T15:44:23.319+0000	beacon2.Variants	1.89GB
2023-02-08T15:44:26.316+0000	beacon2.Variants	1.93GB
2023-02-08T15:44:29.316+0000	beacon2.Variants	1.97GB
2023-02-08T15:44:32.317+0000	beacon2.Variants	2.01GB
2023-02-08T15:44:35.313+0000	beacon2.Variants	2.04GB
2023-02-08T15:44:38.308+0000	beacon2.Variants	2.08GB
2023-02-08T15:44:41.313+0000	beacon2.Variants	2.12GB
2023-02-08T15:44:44.313+0000	beacon2.Variants	2.16GB
2023-02-08T15:44:47.315+0000	beacon2.Variants	2.19GB
2023-02-08T15:44:50.319+0000	beacon2.Variants	2.23GB
2023-02-08T15:44:53.312+0000	beacon2.Variants	2.27GB
2023-02-08T15:44:56.308+0000	beacon2.Variants	2.31GB
2023-02-08T15:44:59.308+0000	beacon2.Variants	2.35GB
2023-02-08T15:45:02.310+0000	beacon2.Variants	2.38GB
2023-02-08T15:45:05.310+0000	beacon2.Variants	2.42GB
2023-02-08T15:45:08.310+0000	beacon2.Variants	2.46GB
2023-02-08T15:45:11.318+0000	beacon2.Variants	2.50GB
2023-02-08T15:45:14.308+0000	beacon2.Variants	2.53GB
2023-02-08T15:45:17.308+0000	beacon2.Variants	2.57GB
2023-02-08T15:45:20.314+0000	beacon2.Variants	2.61GB
2023-02-08T15:45:23.308+0000	beacon2.Variants	2.65GB
2023-02-08T15:45:26.308+0000	beacon2.Variants	2.68GB
2023-02-08T15:45:29.308+0000	beacon2.Variants	2.72GB
2023-02-08T15:45:32.320+0000	beacon2.Variants	2.76GB
2023-02-08T15:45:35.319+0000	beacon2.Variants	2.80GB
2023-02-08T15:45:38.309+0000	beacon2.Variants	2.84GB
2023-02-08T15:45:41.308+0000	beacon2.Variants	2.87GB
2023-02-08T15:45:44.322+0000	beacon2.Variants	2.91GB
2023-02-08T15:45:47.308+0000	beacon2.Variants	2.95GB
2023-02-08T15:45:50.317+0000	beacon2.Variants	2.99GB
2023-02-08T15:45:53.311+0000	beacon2.Variants	3.02GB
2023-02-08T15:45:56.308+0000	beacon2.Variants	3.06GB
2023-02-08T15:45:59.308+0000	beacon2.Variants	3.10GB
2023-02-08T15:46:02.308+0000	beacon2.Variants	3.14GB
2023-02-08T15:46:05.308+0000	beacon2.Variants	3.18GB
2023-02-08T15:46:08.315+0000	beacon2.Variants	3.21GB
2023-02-08T15:46:11.309+0000	beacon2.Variants	3.25GB
2023-02-08T15:46:14.311+0000	beacon2.Variants	3.29GB
2023-02-08T15:46:17.319+0000	beacon2.Variants	3.33GB
2023-02-08T15:46:20.308+0000	beacon2.Variants	3.36GB
2023-02-08T15:46:23.308+0000	beacon2.Variants	3.40GB
2023-02-08T15:46:26.309+0000	beacon2.Variants	3.44GB
2023-02-08T15:46:29.308+0000	beacon2.Variants	3.48GB
2023-02-08T15:46:32.309+0000	beacon2.Variants	3.52GB
2023-02-08T15:46:35.309+0000	beacon2.Variants	3.55GB
2023-02-08T15:46:38.309+0000	beacon2.Variants	3.59GB
2023-02-08T15:46:41.308+0000	beacon2.Variants	3.63GB
2023-02-08T15:46:44.313+0000	beacon2.Variants	3.67GB
2023-02-08T15:46:47.321+0000	beacon2.Variants	3.71GB
2023-02-08T15:46:50.308+0000	beacon2.Variants	3.74GB
2023-02-08T15:46:53.308+0000	beacon2.Variants	3.78GB
2023-02-08T15:46:56.308+0000	beacon2.Variants	3.82GB
2023-02-08T15:46:59.322+0000	beacon2.Variants	3.86GB
2023-02-08T15:47:02.313+0000	beacon2.Variants	3.89GB
2023-02-08T15:47:05.309+0000	beacon2.Variants	3.93GB
2023-02-08T15:47:08.308+0000	beacon2.Variants	3.97GB
2023-02-08T15:47:11.318+0000	beacon2.Variants	4.01GB
2023-02-08T15:47:14.312+0000	beacon2.Variants	4.04GB
2023-02-08T15:47:17.321+0000	beacon2.Variants	4.08GB
2023-02-08T15:47:20.308+0000	beacon2.Variants	4.12GB
2023-02-08T15:47:23.317+0000	beacon2.Variants	4.16GB
2023-02-08T15:47:26.317+0000	beacon2.Variants	4.19GB
2023-02-08T15:47:29.313+0000	beacon2.Variants	4.23GB
2023-02-08T15:47:32.308+0000	beacon2.Variants	4.27GB
2023-02-08T15:47:35.313+0000	beacon2.Variants	4.31GB
2023-02-08T15:47:38.322+0000	beacon2.Variants	4.34GB
2023-02-08T15:47:41.310+0000	beacon2.Variants	4.38GB
2023-02-08T15:47:44.308+0000	beacon2.Variants	4.42GB
2023-02-08T15:47:47.309+0000	beacon2.Variants	4.46GB
2023-02-08T15:47:50.310+0000	beacon2.Variants	4.50GB
2023-02-08T15:47:53.308+0000	beacon2.Variants	4.53GB
2023-02-08T15:47:56.322+0000	beacon2.Variants	4.57GB
2023-02-08T15:47:59.310+0000	beacon2.Variants	4.61GB
2023-02-08T15:48:02.311+0000	beacon2.Variants	4.65GB
2023-02-08T15:48:05.308+0000	beacon2.Variants	4.69GB
2023-02-08T15:48:08.325+0000	beacon2.Variants	4.72GB
2023-02-08T15:48:11.308+0000	beacon2.Variants	4.76GB
2023-02-08T15:48:14.317+0000	beacon2.Variants	4.80GB
2023-02-08T15:48:17.309+0000	beacon2.Variants	4.84GB
2023-02-08T15:48:20.308+0000	beacon2.Variants	4.88GB
2023-02-08T15:48:23.308+0000	beacon2.Variants	4.91GB
2023-02-08T15:48:26.311+0000	beacon2.Variants	4.95GB
2023-02-08T15:48:29.309+0000	beacon2.Variants	4.99GB
2023-02-08T15:48:32.312+0000	beacon2.Variants	5.03GB
2023-02-08T15:48:35.312+0000	beacon2.Variants	5.06GB
2023-02-08T15:48:38.309+0000	beacon2.Variants	5.10GB
2023-02-08T15:48:41.310+0000	beacon2.Variants	5.14GB
2023-02-08T15:48:44.313+0000	beacon2.Variants	5.18GB
2023-02-08T15:48:47.308+0000	beacon2.Variants	5.21GB
2023-02-08T15:48:50.314+0000	beacon2.Variants	5.25GB
2023-02-08T15:48:53.316+0000	beacon2.Variants	5.29GB
2023-02-08T15:48:56.319+0000	beacon2.Variants	5.33GB
2023-02-08T15:48:59.308+0000	beacon2.Variants	5.37GB
2023-02-08T15:49:02.308+0000	beacon2.Variants	5.40GB
2023-02-08T15:49:05.321+0000	beacon2.Variants	5.44GB
2023-02-08T15:49:08.308+0000	beacon2.Variants	5.48GB
2023-02-08T15:49:11.310+0000	beacon2.Variants	5.52GB
2023-02-08T15:49:14.308+0000	beacon2.Variants	5.56GB
2023-02-08T15:49:17.315+0000	beacon2.Variants	5.59GB
2023-02-08T15:49:20.317+0000	beacon2.Variants	5.63GB
2023-02-08T15:49:23.308+0000	beacon2.Variants	5.67GB
2023-02-08T15:49:26.308+0000	beacon2.Variants	5.71GB
2023-02-08T15:49:29.308+0000	beacon2.Variants	5.74GB
2023-02-08T15:49:32.308+0000	beacon2.Variants	5.78GB
2023-02-08T15:49:35.309+0000	beacon2.Variants	5.82GB
2023-02-08T15:49:38.308+0000	beacon2.Variants	5.86GB
2023-02-08T15:49:41.308+0000	beacon2.Variants	5.89GB
2023-02-08T15:49:44.310+0000	beacon2.Variants	5.93GB
2023-02-08T15:49:47.319+0000	beacon2.Variants	5.97GB
2023-02-08T15:49:50.316+0000	beacon2.Variants	6.01GB
2023-02-08T15:49:53.313+0000	beacon2.Variants	6.05GB
2023-02-08T15:49:56.310+0000	beacon2.Variants	6.08GB
2023-02-08T15:49:59.312+0000	beacon2.Variants	6.12GB
2023-02-08T15:50:02.308+0000	beacon2.Variants	6.16GB
2023-02-08T15:50:05.308+0000	beacon2.Variants	6.20GB
2023-02-08T15:50:08.312+0000	beacon2.Variants	6.23GB
2023-02-08T15:50:11.310+0000	beacon2.Variants	6.27GB
2023-02-08T15:50:14.308+0000	beacon2.Variants	6.31GB
2023-02-08T15:50:17.308+0000	beacon2.Variants	6.35GB
2023-02-08T15:50:20.308+0000	beacon2.Variants	6.39GB
2023-02-08T15:50:23.319+0000	beacon2.Variants	6.42GB
2023-02-08T15:50:26.308+0000	beacon2.Variants	6.46GB
2023-02-08T15:50:29.308+0000	beacon2.Variants	6.50GB
2023-02-08T15:50:32.311+0000	beacon2.Variants	6.54GB
2023-02-08T15:50:35.313+0000	beacon2.Variants	6.57GB
2023-02-08T15:50:38.308+0000	beacon2.Variants	6.61GB
2023-02-08T15:50:41.321+0000	beacon2.Variants	6.65GB
2023-02-08T15:50:44.312+0000	beacon2.Variants	6.69GB
2023-02-08T15:50:47.314+0000	beacon2.Variants	6.73GB
2023-02-08T15:50:50.316+0000	beacon2.Variants	6.76GB
2023-02-08T15:50:53.317+0000	beacon2.Variants	6.80GB
