2023-02-08T10:52:51.601+0000	connected to: mongodb://[**REDACTED**]@localhost:27017/beacon2?authSource=admin
2023-02-08T10:52:54.606+0000	beacon2.Variants	38.0MB
2023-02-08T10:52:57.601+0000	beacon2.Variants	76.2MB
2023-02-08T10:53:00.601+0000	beacon2.Variants	116MB
2023-02-08T10:53:03.601+0000	beacon2.Variants	154MB
2023-02-08T10:53:06.605+0000	beacon2.Variants	193MB
2023-02-08T10:53:09.602+0000	beacon2.Variants	232MB
2023-02-08T10:53:12.618+0000	beacon2.Variants	272MB
2023-02-08T10:53:15.602+0000	beacon2.Variants	310MB
2023-02-08T10:53:18.602+0000	beacon2.Variants	348MB
2023-02-08T10:53:21.603+0000	beacon2.Variants	387MB
2023-02-08T10:53:24.609+0000	beacon2.Variants	428MB
2023-02-08T10:53:27.602+0000	beacon2.Variants	466MB
2023-02-08T10:53:30.606+0000	beacon2.Variants	503MB
2023-02-08T10:53:33.603+0000	beacon2.Variants	543MB
2023-02-08T10:53:36.605+0000	beacon2.Variants	582MB
2023-02-08T10:53:39.601+0000	beacon2.Variants	621MB
2023-02-08T10:53:42.607+0000	beacon2.Variants	659MB
2023-02-08T10:53:45.602+0000	beacon2.Variants	699MB
2023-02-08T10:53:48.602+0000	beacon2.Variants	738MB
2023-02-08T10:53:51.602+0000	beacon2.Variants	778MB
2023-02-08T10:53:54.611+0000	beacon2.Variants	817MB
2023-02-08T10:53:57.618+0000	beacon2.Variants	855MB
2023-02-08T10:54:00.607+0000	beacon2.Variants	894MB
2023-02-08T10:54:03.604+0000	beacon2.Variants	933MB
2023-02-08T10:54:06.604+0000	beacon2.Variants	974MB
2023-02-08T10:54:09.601+0000	beacon2.Variants	1012MB
2023-02-08T10:54:12.603+0000	beacon2.Variants	1.03GB
2023-02-08T10:54:15.603+0000	beacon2.Variants	1.07GB
2023-02-08T10:54:18.606+0000	beacon2.Variants	1.10GB
2023-02-08T10:54:21.601+0000	beacon2.Variants	1.14GB
2023-02-08T10:54:24.607+0000	beacon2.Variants	1.18GB
2023-02-08T10:54:27.605+0000	beacon2.Variants	1.22GB
2023-02-08T10:54:30.606+0000	beacon2.Variants	1.26GB
2023-02-08T10:54:33.602+0000	beacon2.Variants	1.29GB
2023-02-08T10:54:36.602+0000	beacon2.Variants	1.33GB
2023-02-08T10:54:39.604+0000	beacon2.Variants	1.37GB
2023-02-08T10:54:42.602+0000	beacon2.Variants	1.41GB
2023-02-08T10:54:45.601+0000	beacon2.Variants	1.45GB
2023-02-08T10:54:48.602+0000	beacon2.Variants	1.48GB
2023-02-08T10:54:51.601+0000	beacon2.Variants	1.52GB
2023-02-08T10:54:54.606+0000	beacon2.Variants	1.56GB
2023-02-08T10:54:57.603+0000	beacon2.Variants	1.60GB
2023-02-08T10:55:00.607+0000	beacon2.Variants	1.64GB
2023-02-08T10:55:03.626+0000	beacon2.Variants	1.68GB
2023-02-08T10:55:06.602+0000	beacon2.Variants	1.72GB
2023-02-08T10:55:09.608+0000	beacon2.Variants	1.75GB
2023-02-08T10:55:12.601+0000	beacon2.Variants	1.79GB
2023-02-08T10:55:15.605+0000	beacon2.Variants	1.83GB
2023-02-08T10:55:18.602+0000	beacon2.Variants	1.87GB
2023-02-08T10:55:21.602+0000	beacon2.Variants	1.91GB
2023-02-08T10:55:24.601+0000	beacon2.Variants	1.94GB
2023-02-08T10:55:27.603+0000	beacon2.Variants	1.98GB
2023-02-08T10:55:30.606+0000	beacon2.Variants	2.02GB
2023-02-08T10:55:33.611+0000	beacon2.Variants	2.06GB
2023-02-08T10:55:36.601+0000	beacon2.Variants	2.10GB
2023-02-08T10:55:39.607+0000	beacon2.Variants	2.14GB
2023-02-08T10:55:42.605+0000	beacon2.Variants	2.17GB
2023-02-08T10:55:45.601+0000	beacon2.Variants	2.21GB
2023-02-08T10:55:48.601+0000	beacon2.Variants	2.25GB
2023-02-08T10:55:51.603+0000	beacon2.Variants	2.29GB
2023-02-08T10:55:54.601+0000	beacon2.Variants	2.33GB
2023-02-08T10:55:57.603+0000	beacon2.Variants	2.36GB
2023-02-08T10:56:00.615+0000	beacon2.Variants	2.40GB
2023-02-08T10:56:03.602+0000	beacon2.Variants	2.44GB
2023-02-08T10:56:06.607+0000	beacon2.Variants	2.48GB
2023-02-08T10:56:09.602+0000	beacon2.Variants	2.52GB
2023-02-08T10:56:12.603+0000	beacon2.Variants	2.55GB
2023-02-08T10:56:15.602+0000	beacon2.Variants	2.59GB
2023-02-08T10:56:18.602+0000	beacon2.Variants	2.63GB
2023-02-08T10:56:21.602+0000	beacon2.Variants	2.67GB
2023-02-08T10:56:24.601+0000	beacon2.Variants	2.70GB
2023-02-08T10:56:27.603+0000	beacon2.Variants	2.74GB
2023-02-08T10:56:30.604+0000	beacon2.Variants	2.78GB
2023-02-08T10:56:33.604+0000	beacon2.Variants	2.82GB
2023-02-08T10:56:36.603+0000	beacon2.Variants	2.86GB
2023-02-08T10:56:39.602+0000	beacon2.Variants	2.89GB
2023-02-08T10:56:42.605+0000	beacon2.Variants	2.93GB
2023-02-08T10:56:45.602+0000	beacon2.Variants	2.97GB
2023-02-08T10:56:48.602+0000	beacon2.Variants	3.01GB
2023-02-08T10:56:51.618+0000	beacon2.Variants	3.05GB
2023-02-08T10:56:54.610+0000	beacon2.Variants	3.08GB
2023-02-08T10:56:57.602+0000	beacon2.Variants	3.12GB
2023-02-08T10:57:00.616+0000	beacon2.Variants	3.16GB
2023-02-08T10:57:03.604+0000	beacon2.Variants	3.20GB
2023-02-08T10:57:06.602+0000	beacon2.Variants	3.24GB
2023-02-08T10:57:09.608+0000	beacon2.Variants	3.27GB
2023-02-08T10:57:12.601+0000	beacon2.Variants	3.31GB
2023-02-08T10:57:15.601+0000	beacon2.Variants	3.35GB
2023-02-08T10:57:18.602+0000	beacon2.Variants	3.39GB
2023-02-08T10:57:21.606+0000	beacon2.Variants	3.42GB
2023-02-08T10:57:24.603+0000	beacon2.Variants	3.46GB
2023-02-08T10:57:27.604+0000	beacon2.Variants	3.50GB
2023-02-08T10:57:30.602+0000	beacon2.Variants	3.54GB
2023-02-08T10:57:33.606+0000	beacon2.Variants	3.58GB
2023-02-08T10:57:36.610+0000	beacon2.Variants	3.61GB
2023-02-08T10:57:39.605+0000	beacon2.Variants	3.65GB
2023-02-08T10:57:42.608+0000	beacon2.Variants	3.69GB
2023-02-08T10:57:45.605+0000	beacon2.Variants	3.73GB
2023-02-08T10:57:48.612+0000	beacon2.Variants	3.77GB
2023-02-08T10:57:51.609+0000	beacon2.Variants	3.80GB
2023-02-08T10:57:54.601+0000	beacon2.Variants	3.84GB
2023-02-08T10:57:57.622+0000	beacon2.Variants	3.88GB
2023-02-08T10:58:00.602+0000	beacon2.Variants	3.92GB
2023-02-08T10:58:03.601+0000	beacon2.Variants	3.96GB
2023-02-08T10:58:06.608+0000	beacon2.Variants	3.99GB
2023-02-08T10:58:09.602+0000	beacon2.Variants	4.03GB
2023-02-08T10:58:12.603+0000	beacon2.Variants	4.07GB
2023-02-08T10:58:15.612+0000	beacon2.Variants	4.11GB
2023-02-08T10:58:18.608+0000	beacon2.Variants	4.15GB
2023-02-08T10:58:21.601+0000	beacon2.Variants	4.18GB
2023-02-08T10:58:24.602+0000	beacon2.Variants	4.22GB
2023-02-08T10:58:27.608+0000	beacon2.Variants	4.26GB
2023-02-08T10:58:30.604+0000	beacon2.Variants	4.30GB
2023-02-08T10:58:33.604+0000	beacon2.Variants	4.34GB
2023-02-08T10:58:36.610+0000	beacon2.Variants	4.38GB
2023-02-08T10:58:39.604+0000	beacon2.Variants	4.41GB
2023-02-08T10:58:42.602+0000	beacon2.Variants	4.45GB
2023-02-08T10:58:45.606+0000	beacon2.Variants	4.49GB
2023-02-08T10:58:48.602+0000	beacon2.Variants	4.53GB
2023-02-08T10:58:51.601+0000	beacon2.Variants	4.57GB
2023-02-08T10:58:54.602+0000	beacon2.Variants	4.61GB
2023-02-08T10:58:57.601+0000	beacon2.Variants	4.65GB
2023-02-08T10:59:00.610+0000	beacon2.Variants	4.68GB
2023-02-08T10:59:03.606+0000	beacon2.Variants	4.72GB
2023-02-08T10:59:06.610+0000	beacon2.Variants	4.76GB
2023-02-08T10:59:09.602+0000	beacon2.Variants	4.80GB
2023-02-08T10:59:12.602+0000	beacon2.Variants	4.83GB
2023-02-08T10:59:15.602+0000	beacon2.Variants	4.87GB
2023-02-08T10:59:18.609+0000	beacon2.Variants	4.91GB
2023-02-08T10:59:21.601+0000	beacon2.Variants	4.95GB
2023-02-08T10:59:24.604+0000	beacon2.Variants	4.99GB
2023-02-08T10:59:27.604+0000	beacon2.Variants	5.02GB
2023-02-08T10:59:30.602+0000	beacon2.Variants	5.06GB
2023-02-08T10:59:33.603+0000	beacon2.Variants	5.10GB
2023-02-08T10:59:36.601+0000	beacon2.Variants	5.14GB
2023-02-08T10:59:39.602+0000	beacon2.Variants	5.18GB
2023-02-08T10:59:42.606+0000	beacon2.Variants	5.22GB
2023-02-08T10:59:45.614+0000	beacon2.Variants	5.25GB
2023-02-08T10:59:48.603+0000	beacon2.Variants	5.29GB
2023-02-08T10:59:51.609+0000	beacon2.Variants	5.33GB
2023-02-08T10:59:54.601+0000	beacon2.Variants	5.37GB
2023-02-08T10:59:57.602+0000	beacon2.Variants	5.41GB
2023-02-08T11:00:00.602+0000	beacon2.Variants	5.44GB
2023-02-08T11:00:03.602+0000	beacon2.Variants	5.48GB
2023-02-08T11:00:06.601+0000	beacon2.Variants	5.52GB
2023-02-08T11:00:09.603+0000	beacon2.Variants	5.56GB
2023-02-08T11:00:12.605+0000	beacon2.Variants	5.60GB
2023-02-08T11:00:15.603+0000	beacon2.Variants	5.63GB
2023-02-08T11:00:18.602+0000	beacon2.Variants	5.67GB
2023-02-08T11:00:21.603+0000	beacon2.Variants	5.71GB
2023-02-08T11:00:24.605+0000	beacon2.Variants	5.75GB
2023-02-08T11:00:27.602+0000	beacon2.Variants	5.79GB
2023-02-08T11:00:30.607+0000	beacon2.Variants	5.82GB
2023-02-08T11:00:33.605+0000	beacon2.Variants	5.86GB
2023-02-08T11:00:36.603+0000	beacon2.Variants	5.90GB
2023-02-08T11:00:39.602+0000	beacon2.Variants	5.94GB
2023-02-08T11:00:42.602+0000	beacon2.Variants	5.97GB
2023-02-08T11:00:45.607+0000	beacon2.Variants	6.01GB
2023-02-08T11:00:48.606+0000	beacon2.Variants	6.05GB
2023-02-08T11:00:51.603+0000	beacon2.Variants	6.09GB
2023-02-08T11:00:54.602+0000	beacon2.Variants	6.13GB
2023-02-08T11:00:57.605+0000	beacon2.Variants	6.17GB
2023-02-08T11:01:00.604+0000	beacon2.Variants	6.20GB
2023-02-08T11:01:03.606+0000	beacon2.Variants	6.24GB
2023-02-08T11:01:06.617+0000	beacon2.Variants	6.28GB
2023-02-08T11:01:09.602+0000	beacon2.Variants	6.32GB
2023-02-08T11:01:12.604+0000	beacon2.Variants	6.35GB
2023-02-08T11:01:15.602+0000	beacon2.Variants	6.39GB
2023-02-08T11:01:18.602+0000	beacon2.Variants	6.43GB
2023-02-08T11:01:21.603+0000	beacon2.Variants	6.47GB
2023-02-08T11:01:24.605+0000	beacon2.Variants	6.51GB
2023-02-08T11:01:27.602+0000	beacon2.Variants	6.55GB
2023-02-08T11:01:30.602+0000	beacon2.Variants	6.58GB
2023-02-08T11:01:33.603+0000	beacon2.Variants	6.62GB
2023-02-08T11:01:36.606+0000	beacon2.Variants	6.66GB
2023-02-08T11:01:39.601+0000	beacon2.Variants	6.70GB
2023-02-08T11:01:42.606+0000	beacon2.Variants	6.73GB
2023-02-08T11:01:45.612+0000	beacon2.Variants	6.77GB
2023-02-08T11:01:48.602+0000	beacon2.Variants	6.81GB
2023-02-08T11:01:51.609+0000	beacon2.Variants	6.85GB
2023-02-08T11:01:54.601+0000	beacon2.Variants	6.89GB
2023-02-08T11:01:57.602+0000	beacon2.Variants	6.92GB
2023-02-08T11:02:00.608+0000	beacon2.Variants	6.96GB
2023-02-08T11:02:03.602+0000	beacon2.Variants	7.00GB
2023-02-08T11:02:06.601+0000	beacon2.Variants	7.04GB
2023-02-08T11:02:09.612+0000	beacon2.Variants	7.07GB
2023-02-08T11:02:12.615+0000	beacon2.Variants	7.11GB
2023-02-08T11:02:15.605+0000	beacon2.Variants	7.15GB
2023-02-08T11:02:18.605+0000	beacon2.Variants	7.19GB
2023-02-08T11:02:21.610+0000	beacon2.Variants	7.22GB
2023-02-08T11:02:24.601+0000	beacon2.Variants	7.26GB
2023-02-08T11:02:27.601+0000	beacon2.Variants	7.30GB
2023-02-08T11:02:30.602+0000	beacon2.Variants	7.34GB
2023-02-08T11:02:33.602+0000	beacon2.Variants	7.37GB
2023-02-08T11:02:36.605+0000	beacon2.Variants	7.41GB
2023-02-08T11:02:39.608+0000	beacon2.Variants	7.45GB
2023-02-08T11:02:42.610+0000	beacon2.Variants	7.49GB
2023-02-08T11:02:45.605+0000	beacon2.Variants	7.52GB
2023-02-08T11:02:48.603+0000	beacon2.Variants	7.56GB
2023-02-08T11:02:51.602+0000	beacon2.Variants	7.60GB
2023-02-08T11:02:54.601+0000	beacon2.Variants	7.64GB
2023-02-08T11:02:57.601+0000	beacon2.Variants	7.68GB
2023-02-08T11:03:00.606+0000	beacon2.Variants	7.72GB
2023-02-08T11:03:03.620+0000	beacon2.Variants	7.75GB
2023-02-08T11:03:06.601+0000	beacon2.Variants	7.79GB
2023-02-08T11:03:09.602+0000	beacon2.Variants	7.83GB
2023-02-08T11:03:12.603+0000	beacon2.Variants	7.87GB
2023-02-08T11:03:15.604+0000	beacon2.Variants	7.91GB
2023-02-08T11:03:18.602+0000	beacon2.Variants	7.94GB
2023-02-08T11:03:21.621+0000	beacon2.Variants	7.98GB
2023-02-08T11:03:24.602+0000	beacon2.Variants	8.02GB
2023-02-08T11:03:27.609+0000	beacon2.Variants	8.06GB
2023-02-08T11:03:30.616+0000	beacon2.Variants	8.09GB
2023-02-08T11:03:33.603+0000	beacon2.Variants	8.13GB
2023-02-08T11:03:36.605+0000	beacon2.Variants	8.17GB
2023-02-08T11:03:39.603+0000	beacon2.Variants	8.21GB
2023-02-08T11:03:42.607+0000	beacon2.Variants	8.25GB
2023-02-08T11:03:45.604+0000	beacon2.Variants	8.28GB
2023-02-08T11:03:48.611+0000	beacon2.Variants	8.32GB
2023-02-08T11:03:51.611+0000	beacon2.Variants	8.36GB
2023-02-08T11:03:54.608+0000	beacon2.Variants	8.40GB
2023-02-08T11:03:57.610+0000	beacon2.Variants	8.44GB
2023-02-08T11:04:00.604+0000	beacon2.Variants	8.47GB
2023-02-08T11:04:03.603+0000	beacon2.Variants	8.51GB
2023-02-08T11:04:06.601+0000	beacon2.Variants	8.55GB
2023-02-08T11:04:09.607+0000	beacon2.Variants	8.59GB
2023-02-08T11:04:12.602+0000	beacon2.Variants	8.63GB
2023-02-08T11:04:15.601+0000	beacon2.Variants	8.67GB
2023-02-08T11:04:18.602+0000	beacon2.Variants	8.70GB
2023-02-08T11:04:21.613+0000	beacon2.Variants	8.74GB
2023-02-08T11:04:24.601+0000	beacon2.Variants	8.78GB
2023-02-08T11:04:27.601+0000	beacon2.Variants	8.82GB
2023-02-08T11:04:30.607+0000	beacon2.Variants	8.85GB
2023-02-08T11:04:33.603+0000	beacon2.Variants	8.89GB
2023-02-08T11:04:36.605+0000	beacon2.Variants	8.93GB
2023-02-08T11:04:39.611+0000	beacon2.Variants	8.97GB
2023-02-08T11:04:42.605+0000	beacon2.Variants	9.01GB
2023-02-08T11:04:45.601+0000	beacon2.Variants	9.04GB
